gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,RevenueRisk,PredictedChurn
0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,100.35,120.60000000000001,0
1,1,1,0,63,0,1,0,2,0,0,2,0,0,1,0,0,36.1,2298.9,2274.3,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,156.85,153.6,0
1,0,1,1,23,1,2,0,0,0,0,0,0,0,1,1,1,48.35,1067.15,1112.05,0
0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,2023.55,2010.0,0
0,0,1,1,59,1,2,2,1,1,1,1,1,1,2,0,3,25.45,1534.05,1501.55,0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,407.05,361.8,0
1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,1612.2,1546.15,0
1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,2,85.0,3969.4,3910.0,0
0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,321.4,326.4,0
1,0,0,0,22,1,2,1,0,0,0,0,0,2,0,0,2,83.05,1799.3,1827.1,0
0,0,1,0,62,1,0,0,2,0,2,2,2,2,2,0,3,81.0,4985.9,5022.0,0
1,0,1,0,56,0,1,0,0,0,2,2,2,2,1,1,0,54.05,2959.8,3026.7999999999997,0
0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,371.65,405.0,1
0,0,1,0,72,1,2,0,2,2,0,2,2,2,2,1,0,86.4,6058.95,6220.8,0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,45.15,416.45,406.34999999999997,0
1,0,1,0,66,1,2,1,2,2,2,2,2,2,1,0,0,115.8,7942.15,7642.8,0
1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,96.6,2684.35,2704.7999999999997,0
0,0,1,1,56,1,0,1,0,0,0,0,2,2,1,0,0,88.9,4968.0,4978.400000000001,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,45.85,0
1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2496.7,2470.8,1
0,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1020.75,1053.1499999999999,0
1,0,1,1,4,1,0,0,0,0,0,2,0,2,0,0,1,61.45,229.55,245.8,0
1,0,1,1,23,1,2,0,0,2,0,2,0,0,2,0,3,59.7,1414.2,1373.1000000000001,0
0,0,1,1,30,1,0,1,0,0,2,0,0,2,1,0,2,86.45,2538.05,2593.5,0
1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1252.0,1253.55,0
0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,20.9,689.35,647.9,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,69.6,1
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,76.35,81.4,0
1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,1117.55,1070.3,1
0,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,3,104.4,5232.9,5220.0,0
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,69.1,435.0,414.59999999999997,1
0,0,0,1,15,1,0,1,0,2,0,0,0,2,0,1,0,85.9,1269.55,1288.5,0
0,0,1,0,54,1,2,0,0,0,0,0,2,2,1,1,1,70.15,3715.65,3788.1000000000004,0
1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832.0,5759.0,0
0,0,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,100.2,2983.8,3006.0,1
1,0,1,1,3,1,0,0,0,0,2,0,0,0,0,1,2,50.15,168.15,150.45,0
1,0,1,1,31,1,0,0,0,0,2,2,0,0,0,0,3,54.35,1647.0,1684.8500000000001,0
1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,2627.3999999999996,0
0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0,4264.0,4320.0,0
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.55,765.5,773.25,0
0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15,779.8000000000001,0
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.45,74.45,74.45,1
1,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,1,23.95,1506.4,1437.0,0
1,0,1,1,21,1,0,2,1,1,1,1,1,1,1,0,3,19.8,350.1,415.8,0
1,1,1,0,33,1,2,1,0,2,0,0,2,2,0,1,0,100.6,3270.25,3319.7999999999997,1
1,0,1,0,65,1,2,1,2,2,2,0,0,0,1,0,2,89.75,5769.6,5833.75,0
1,1,1,0,67,1,0,0,2,2,0,2,0,0,1,1,0,60.95,4119.4,4083.65,0
0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,762.5,760.0500000000001,1
1,1,1,1,28,1,2,0,0,0,0,0,0,0,1,1,2,51.0,1381.8,1428.0,0
0,0,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,98.85,3089.6,3163.2,1
1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,7074.4,7021.0,0
0,0,1,0,26,1,2,0,2,2,2,2,2,2,1,1,1,90.1,2312.55,2342.6,0
0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,134.5,132.89999999999998,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1796.55,1794.0,0
1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95.0,3440.25,3420.0,0
1,0,0,0,52,1,0,0,2,2,0,0,2,0,2,1,1,63.25,3342.45,3289.0,0
0,1,1,0,34,1,0,0,0,0,2,2,2,0,1,0,0,64.2,2106.3,2182.8,0
0,0,1,0,50,1,2,1,2,2,0,2,2,2,1,0,2,108.55,5610.7,5427.5,0
1,1,1,0,30,1,2,0,0,0,2,0,2,2,2,0,2,74.85,2181.75,2245.5,0
0,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,25.6,1673.4,1766.4,0
0,0,1,0,4,1,2,1,0,2,0,0,2,0,0,1,2,91.65,365.4,366.6,1
0,0,1,1,67,1,0,1,2,2,2,0,0,0,1,0,0,84.8,5598.3,5681.599999999999,0
0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,1,71.0,914.0,994.0,0
0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,20.8,1021.8,1102.4,0
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,109.75,7932.5,7902.0,0
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,2,19.95,907.05,917.6999999999999,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1326.35,1409.3500000000001,0
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,3,78.85,1600.25,1734.6999999999998,0
0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,1348.95,1341.3000000000002,0
1,1,0,0,32,1,2,1,0,0,0,0,2,2,0,1,1,96.15,3019.25,3076.8,1
0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,69.05,651.5,621.4499999999999,0
0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35,570.4,0
1,0,1,0,47,1,0,0,0,2,2,0,2,2,2,0,2,73.6,3522.65,3459.2,0
0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,4946.7,4836.0,0
1,0,1,1,50,0,1,0,2,0,0,0,2,0,0,1,1,39.45,2021.35,1972.5000000000002,0
0,1,1,0,66,1,2,1,0,0,2,2,2,2,1,1,1,105.95,6975.25,6992.7,0
1,1,1,0,54,1,2,1,0,2,2,2,2,2,2,1,2,110.45,6077.75,5964.3,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.1,1734.65,1735.2,0
0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,79.35,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44.15,44.15,44.15,0
0,0,1,1,16,1,0,0,2,2,0,2,0,2,2,0,0,68.25,1114.85,1092.0,0
0,0,0,0,34,1,2,0,0,0,0,2,2,0,0,0,3,65.0,2157.5,2210.0,0
0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,247.25,251.25,0
0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,947.4000000000001,0
0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,334.8,371.75,1
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,50.65,50.65,1
1,1,1,0,59,0,1,0,0,2,0,0,2,2,0,1,2,50.25,2997.45,2964.75,1
1,0,0,0,26,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2088.8,2093.0,0
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.3,20.3,20.3,1
1,0,1,1,71,1,0,1,2,2,2,0,2,2,1,1,0,104.65,7288.4,7430.150000000001,0
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,1177.05,1206.4499999999998,0
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,357.0,368.09999999999997,0
0,0,0,1,14,1,2,1,2,0,0,2,0,0,0,1,3,86.0,1164.05,1204.0,0
0,0,1,1,64,1,2,1,0,2,2,0,0,2,1,1,2,92.85,5980.75,5942.4,0
0,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,98.0,5270.6,5488.0,0
1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,1,0,39.95,1023.75,1038.7,0
1,0,0,0,54,1,0,0,2,2,0,0,2,0,2,1,0,65.3,3512.9,3526.2,0
1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,154.55,167.39999999999998,0
0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,34.7,62.25,69.4,1
0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,78.85,3126.85,3154.0,0
0,0,1,1,28,1,0,1,0,0,0,0,2,2,1,1,0,90.1,2598.95,2522.7999999999997,0
1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,2180.55,2301.2,0
1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1713.1,1652.55,0
0,0,1,1,27,1,0,0,0,2,0,0,0,0,0,0,3,49.85,1336.15,1345.95,0
0,0,1,0,71,0,1,0,2,2,2,2,2,2,1,0,0,66.8,4689.15,4742.8,0
0,0,1,1,62,1,0,0,2,0,2,2,2,0,1,1,0,70.75,4263.45,4386.5,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,19.3,19.3,1
1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,726.1,732.6,0
0,0,1,0,49,0,1,0,0,2,0,2,2,2,1,1,1,56.3,2780.6,2758.7,0
1,1,1,0,41,0,1,0,0,2,2,0,2,2,0,1,2,53.95,2215.4,2211.9500000000003,1
0,0,0,0,63,1,2,1,2,2,2,0,2,2,0,0,1,108.25,6780.1,6819.75,0
0,0,1,1,17,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65,1500.25,1
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,19.45,19.45,1
1,1,0,0,55,1,2,1,2,0,0,0,2,2,0,1,2,98.8,5617.75,5434.0,0
0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1554.0,1523.5,0
0,0,0,0,15,0,1,0,2,2,2,2,0,0,1,0,3,45.9,693.45,688.5,0
0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,19.25,617.65,673.75,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,20.2,1
1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2492.25,2466.75,0
0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,5029.05,5137.65,0
0,0,1,0,58,1,2,1,0,2,2,0,0,2,1,1,2,94.3,5610.15,5469.4,0
1,0,0,0,66,1,2,2,1,1,1,1,1,1,1,0,0,25.45,1699.15,1679.7,0
0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,99.3,4209.95,4269.9,0
0,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,38.85,1025.15,1010.1,0
1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,5873.75,5779.2,0
1,1,0,0,68,1,2,1,0,2,2,0,0,2,0,1,2,95.9,6503.2,6521.200000000001,0
0,0,1,1,18,1,0,0,0,0,0,0,2,0,0,0,3,55.95,1082.8,1007.1,0
0,0,1,0,34,1,2,0,2,2,0,2,0,0,0,0,2,62.65,2274.9,2130.1,0
1,1,1,0,38,0,1,0,0,0,0,0,0,0,0,1,2,24.85,955.75,944.3000000000001,0
1,0,1,1,2,1,0,0,2,2,0,2,0,0,2,0,3,59.5,130.5,119.0,0
1,0,1,1,20,0,1,0,2,0,2,2,0,0,2,1,1,39.4,825.4,788.0,0
1,0,1,0,64,1,2,0,0,2,0,2,0,2,1,1,3,70.15,4480.7,4489.6,0
1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,5264.3,5308.8,0
0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1424.9,1394.0,0
1,0,1,0,17,1,2,1,0,2,2,0,2,2,0,1,2,102.55,1742.5,1743.35,1
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.95,862.4,917.6999999999999,0
0,1,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,106.15,3152.5,2972.2000000000003,1
1,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,3,56.7,113.55,113.4,0
1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,6941.2,7094.75,0
1,0,1,1,17,1,0,1,2,0,2,0,2,0,0,1,2,89.4,1539.45,1519.8000000000002,0
1,1,0,0,51,1,0,1,0,0,2,0,2,2,1,1,0,94.0,4905.75,4794.0,0
1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7,5394.0,0
1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,0,73.85,1284.2,1181.6,0
1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,78.85,1772.25,1892.3999999999999,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,55.7,55.7,55.7,1
0,0,0,0,71,1,0,0,2,2,2,2,2,0,2,0,1,77.35,5550.1,5491.849999999999,0
0,0,1,1,53,1,2,1,2,2,2,2,0,2,2,1,0,104.05,5566.4,5514.65,0
0,0,0,0,18,1,2,0,2,0,2,0,0,0,0,1,3,60.6,1156.35,1090.8,0
0,0,0,1,67,1,2,1,0,2,0,2,2,2,1,1,0,106.6,7244.7,7142.2,0
0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,424.45,377.2,1
1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,255.25,295.0,0
1,0,1,1,43,1,2,2,1,1,1,1,1,1,2,0,3,24.25,1077.95,1042.75,0
0,0,1,0,43,1,2,1,0,2,0,0,0,0,0,0,2,80.45,3398.9,3459.35,0
0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,3237.05,3216.0,0
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9,75.9,0
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,593.45,633.15,1
0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1862.9,1891.05,0
1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15,50.15,50.15,0
1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,2,74.65,383.65,373.25,1
0,0,1,1,36,1,2,0,2,2,2,2,2,2,2,1,1,92.9,3379.25,3344.4,0
1,1,1,0,53,1,2,0,2,0,0,2,0,0,1,1,2,60.05,3229.65,3182.6499999999996,0
0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.45,74.45,74.45,1
0,0,0,0,53,1,0,1,0,2,2,2,0,2,1,1,1,94.45,5042.75,5005.85,0
0,0,1,0,50,1,2,0,0,0,2,0,2,2,1,0,0,75.7,3876.2,3785.0,0
1,0,1,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.05,6890.0,6867.3,0
0,0,1,1,54,1,2,0,0,2,2,0,0,0,2,1,0,59.8,3246.45,3229.2,0
0,0,1,1,28,1,0,2,1,1,1,1,1,1,0,1,0,19.55,543.8,547.4,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,45.3,196.95,181.2,0
0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,4527.45,4694.5,0
0,0,1,1,30,1,0,0,2,0,0,2,0,2,0,0,0,66.3,1923.5,1989.0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,25.2,25.2,1
1,0,1,0,54,1,2,1,2,2,2,0,2,2,0,0,2,109.55,6118.95,5915.7,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,1,19.6,125.0,156.8,0
1,1,1,0,55,1,2,1,0,2,2,2,2,2,2,1,2,113.6,6292.7,6248.0,0
0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1215.1,1228.5,0
1,0,0,0,68,1,0,1,0,2,2,0,0,0,1,0,1,79.6,5461.45,5412.799999999999,0
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,2,71.65,135.75,143.3,1
1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,20.6,116.6,123.60000000000001,0
0,0,0,0,13,1,2,1,0,0,0,0,0,0,0,1,3,75.0,999.45,975.0,0
1,0,0,0,72,1,0,0,2,2,2,2,2,0,2,1,0,75.1,5336.35,5407.2,0
1,0,1,0,17,1,0,1,0,0,2,0,2,2,1,1,0,96.65,1588.25,1643.0500000000002,0
1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1074.3,1116.0,1
0,1,0,0,65,1,2,1,0,2,2,0,2,0,0,1,0,95.45,6223.3,6204.25,0
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1131.5,1177.4,0
1,1,1,1,68,1,2,1,0,2,2,0,0,0,0,1,2,84.65,5683.6,5756.200000000001,0
0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,3810.8,3841.2000000000003,0
0,1,1,0,70,1,2,1,2,0,0,0,0,2,0,1,2,90.85,6470.1,6359.5,0
0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,710.05,754.3000000000001,0
1,0,1,0,17,0,1,0,0,0,2,2,2,2,1,0,2,54.6,934.8,928.2,0
1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,2,100.75,2095.0,2216.5,1
1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4744.35,4752.0,0
1,0,0,0,63,1,2,1,0,2,0,0,0,2,1,0,1,90.45,5825.5,5698.35,0
1,0,1,0,67,1,2,1,0,2,2,0,0,2,2,1,2,93.15,6368.2,6241.05,0
0,1,1,0,67,1,2,1,2,0,2,0,2,2,1,1,1,107.05,7142.5,7172.349999999999,0
0,0,1,0,67,1,2,2,1,1,1,1,1,1,2,1,1,25.25,1733.15,1691.75,0
0,0,0,0,4,1,2,1,0,0,0,2,2,2,0,1,3,100.85,399.25,403.4,1
1,0,1,0,40,1,2,0,0,2,0,2,2,0,1,0,1,70.75,2921.75,2830.0,0
1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,3,104.1,541.9,520.5,0
1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9,2723.15,2697.0,0
0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,8127.6,8088.5,0
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,24.9,1859.2,1792.8,0
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,48.6,48.6,48.6,0
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,88.35,88.35,88.35,1
0,1,0,0,59,1,2,1,0,2,0,0,0,0,2,1,1,79.2,4590.35,4672.8,0
0,0,1,1,68,1,2,1,0,0,0,0,2,0,1,1,2,83.0,5685.8,5644.0,0
0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,5769.75,5623.299999999999,0
0,1,0,0,8,1,0,1,0,0,2,0,0,0,0,1,0,74.05,600.15,592.4,0
0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,571.05,549.5,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,61.05,38.8,0
1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,19.9,942.95,935.3,0
0,0,1,0,2,1,0,1,2,2,0,0,2,0,0,0,2,90.35,190.5,180.7,0
0,0,1,1,51,1,2,1,0,0,0,2,0,0,0,1,2,80.75,4116.9,4118.25,0
1,0,0,0,18,1,0,0,2,0,2,2,2,0,0,1,2,68.35,1299.8,1230.3,0
1,0,0,0,33,1,0,2,1,1,1,1,1,1,2,0,3,20.35,689.75,671.5500000000001,0
0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1505.05,1500.0,0
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,114.9,8496.7,8272.800000000001,0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,48.45,48.45,48.45,1
1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,0,26.3,1245.05,1262.4,0
1,0,1,1,7,0,1,0,2,0,0,2,0,0,0,1,2,34.5,279.25,241.5,0
1,0,0,0,53,1,2,2,1,1,1,1,1,1,2,0,3,24.6,1279.0,1303.8000000000002,0
1,1,1,0,46,0,1,0,0,2,2,2,2,2,1,1,0,59.9,2816.65,2755.4,0
0,0,0,0,11,1,0,0,2,0,0,2,0,0,1,1,3,54.6,617.85,600.6,0
1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,181.65,191.0,1
0,0,1,0,58,1,2,1,2,2,2,0,2,2,1,1,1,110.65,6526.65,6417.700000000001,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.95,38.15,39.9,0
1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,4144.8,4165.0,0
0,0,1,1,7,1,0,0,2,2,2,0,2,0,1,0,2,69.45,477.05,486.15000000000003,0
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,114.1,8086.4,8215.199999999999,0
1,0,1,0,56,1,0,1,0,0,0,0,2,2,0,0,3,89.7,4952.95,5023.2,0
0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,94.25,6849.75,6786.0,0
0,0,0,0,42,1,2,0,0,0,2,2,2,2,2,1,1,78.45,3373.4,3294.9,0
0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,4600.7,4650.45,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,20.05,358.5,360.90000000000003,0
1,0,0,0,30,1,0,1,2,2,2,0,0,0,0,1,1,84.3,2438.6,2529.0,0
1,0,1,1,25,1,2,0,0,0,0,2,0,0,1,1,3,55.1,1466.1,1377.5,0
1,0,0,0,9,1,0,1,0,0,0,2,2,2,0,1,0,95.9,827.45,863.1,0
1,0,0,1,71,1,2,1,2,0,2,0,2,2,2,0,0,106.7,7382.25,7575.7,0
1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4748.7,4746.349999999999,0
0,0,1,0,71,1,0,0,2,2,2,2,2,2,1,1,0,84.8,6046.1,6020.8,0
0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3970.4,3874.3999999999996,0
0,0,0,1,61,1,2,2,1,1,1,1,1,1,2,1,1,25.0,1498.35,1525.0,0
0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,84.15,1821.95,1851.3000000000002,0
1,0,1,1,20,1,0,0,0,0,2,0,0,0,0,1,2,49.6,939.8,992.0,0
1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,1,20.65,595.5,536.9,0
1,0,1,1,30,1,2,1,0,2,0,2,0,0,0,1,0,83.55,2570.2,2506.5,0
1,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,0,89.55,185.55,179.1,1
0,1,1,0,55,1,2,0,0,0,0,0,0,0,0,0,0,51.65,2838.55,2840.75,0
1,0,1,0,69,0,1,0,2,0,2,2,2,2,2,0,0,60.25,4055.5,4157.25,0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55,69.55,1
0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,1,0,25.05,1270.25,1302.6000000000001,0
0,0,0,0,3,1,0,1,0,2,0,2,2,2,0,1,2,97.9,315.3,293.70000000000005,1
1,0,1,1,43,1,0,2,1,1,1,1,1,1,1,1,3,19.2,776.25,825.6,0
1,1,1,0,17,1,2,1,0,0,2,0,2,2,0,1,1,100.45,1622.45,1707.65,1
1,0,0,0,26,1,0,0,0,0,0,2,2,0,1,0,1,59.45,1507.0,1545.7,0
0,0,1,0,9,1,0,1,0,0,0,0,2,2,0,0,2,89.45,853.1,805.0500000000001,1
0,0,0,0,45,1,2,1,0,0,2,0,0,2,0,1,1,89.3,4192.15,4018.5,0
0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4735.35,4596.75,0
0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,59.4,1952.8,1960.2,0
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,108.95,5718.2,5774.35,0
0,1,1,1,65,1,2,1,0,0,2,2,2,2,1,1,0,103.9,6767.1,6753.5,0
1,0,0,0,43,1,2,1,0,0,0,2,2,2,1,1,2,100.0,4211.55,4300.0,0
0,0,1,0,10,1,0,0,0,0,2,0,2,2,0,1,1,67.8,653.15,678.0,0
1,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,1,20.85,1071.6,1084.2,0
1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,608.0,591.25,0
0,1,0,0,27,1,2,1,0,0,0,0,0,2,0,1,2,85.25,2287.25,2301.75,1
1,0,0,0,24,1,0,1,0,0,0,0,2,2,0,1,2,90.35,2238.5,2168.3999999999996,0
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.25,79.25,79.25,1
0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107.0,7218.25,0
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.55,75.55,75.55,1
0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,3,118.6,7990.05,8064.799999999999,0
1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,1392.25,1447.5,1
1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2498.4,2354.4,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,44.55,220.75,178.2,0
0,0,0,0,46,1,2,1,0,2,2,0,0,2,1,1,2,94.15,4408.45,4330.900000000001,0
1,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,3,49.55,878.35,891.9,0
